日期, 50etf开盘价 , 50etf收盘价 , 成交量pcr , 持仓量pcr , 成交额pcr , 持仓额pcr , 成交额pcr/成交量pcr , VIX , SKEW ,
2018/07/03, 2.412 , 2.410 , 0.97 , 0.58 , 1.73 , 3.01 , 1.78 , 26.34 , 99.04 ,
2018/07/04, 2.404 , 2.390 , 1.04 , 0.60 , 1.41 , 3.35 , 1.36 , 26.95 , 99.30 ,
2018/07/05, 2.390 , 2.391 , 1.00 , 0.61 , 1.56 , 3.30 , 1.56 , 27.27 , 99.72 ,
2018/07/06, 2.399 , 2.425 , 0.81 , 0.63 , 1.00 , 2.43 , 1.23 , 26.24 , 101.75 ,
2018/07/09, 2.436 , 2.496 , 0.87 , 0.68 , 0.82 , 1.41 , 0.94 , 23.63 , 105.71 ,
2018/07/10, 2.495 , 2.493 , 0.93 , 0.69 , 0.81 , 1.49 , 0.88 , 23.54 , 105.35 ,
2018/07/11, 2.445 , 2.454 , 1.08 , 0.70 , 1.14 , 2.11 , 1.06 , 25.61 , 104.18 ,
2018/07/12, 2.452 , 2.505 , 0.90 , 0.74 , 0.63 , 1.39 , 0.70 , 24.07 , 105.79 ,
2018/07/13, 2.513 , 2.509 , 0.94 , 0.74 , 0.73 , 1.38 , 0.78 , 23.84 , 104.97 ,
2018/07/16, 2.508 , 2.490 , 0.95 , 0.74 , 1.00 , 1.72 , 1.05 , 23.67 , 104.56 ,
2018/07/17, 2.489 , 2.475 , 0.98 , 0.72 , 1.17 , 1.95 , 1.19 , 23.22 , 103.70 ,
2018/07/18, 2.481 , 2.463 , 0.89 , 0.71 , 0.94 , 2.38 , 1.05 , 22.42 , 104.09 ,
2018/07/19, 2.474 , 2.474 , 0.93 , 0.73 , 1.00 , 2.18 , 1.08 , 21.48 , 106.31 ,
2018/07/20, 2.474 , 2.540 , 0.81 , 0.79 , 0.71 , 1.17 , 0.87 , 21.26 , 108.49 ,
2018/07/23, 2.527 , 2.569 , 0.77 , 0.88 , 0.52 , 1.00 , 0.67 , 22.51 , 107.35 ,
2018/07/24, 2.576 , 2.610 , 0.74 , 1.01 , 0.47 , 0.82 , 0.64 , 23.78 , 107.64 ,
2018/07/25, 2.619 , 2.609 , 0.85 , 0.91 , 0.75 , 0.90 , 0.88 , 24.02 , 105.33 ,
2018/07/26, 2.614 , 2.575 , 0.82 , 0.81 , 0.73 , 1.12 , 0.88 , 23.19 , 103.71 ,
2018/07/27, 2.575 , 2.575 , 0.87 , 0.80 , 0.80 , 1.10 , 0.93 , 22.14 , 103.19 ,
2018/07/30, 2.568 , 2.587 , 0.71 , 0.78 , 0.65 , 1.01 , 0.91 , 22.51 , 103.64 ,
2018/07/31, 2.584 , 2.595 , 0.67 , 0.77 , 0.59 , 0.93 , 0.88 , 22.42 , 104.17 ,
2018/08/01, 2.607 , 2.537 , 0.78 , 0.74 , 0.76 , 1.60 , 0.97 , 24.18 , 103.64 ,
2018/08/02, 2.528 , 2.484 , 1.13 , 0.68 , 1.62 , 2.27 , 1.44 , 25.17 , 101.20 ,
2018/08/03, 2.484 , 2.457 , 1.13 , 0.67 , 1.49 , 2.78 , 1.31 , 25.26 , 99.57 ,
2018/08/06, 2.458 , 2.455 , 1.00 , 0.64 , 1.34 , 2.54 , 1.34 , 26.06 , 99.41 ,
2018/08/07, 2.462 , 2.530 , 0.75 , 0.70 , 0.86 , 1.31 , 1.14 , 25.57 , 101.11 ,
2018/08/08, 2.525 , 2.494 , 0.78 , 0.70 , 0.83 , 1.84 , 1.07 , 25.80 , 100.61 ,
2018/08/09, 2.486 , 2.551 , 0.71 , 0.76 , 0.56 , 1.13 , 0.79 , 25.73 , 101.26 ,
2018/08/10, 2.551 , 2.551 , 0.80 , 0.76 , 0.67 , 1.18 , 0.84 , 24.96 , 100.49 ,
2018/08/13, 2.529 , 2.526 , 1.03 , 0.71 , 1.12 , 1.41 , 1.09 , 25.70 , 99.80 ,
2018/08/14, 2.523 , 2.518 , 0.89 , 0.69 , 0.92 , 1.49 , 1.04 , 25.58 , 99.50 ,
2018/08/15, 2.516 , 2.454 , 1.01 , 0.63 , 1.42 , 2.55 , 1.40 , 26.33 , 97.84 ,
2018/08/16, 2.431 , 2.453 , 0.95 , 0.62 , 1.30 , 2.37 , 1.38 , 27.76 , 96.42 ,
2018/08/17, 2.475 , 2.420 , 0.96 , 0.61 , 1.50 , 3.11 , 1.56 , 27.89 , 94.94 ,
2018/08/20, 2.427 , 2.458 , 0.94 , 0.61 , 1.42 , 2.04 , 1.52 , 27.94 , 96.02 ,
2018/08/21, 2.460 , 2.496 , 0.81 , 0.67 , 0.81 , 1.64 , 1.01 , 25.04 , 97.55 ,
2018/08/22, 2.509 , 2.499 , 0.84 , 0.73 , 1.02 , 1.73 , 1.20 , 23.83 , 99.85 ,
2018/08/23, 2.500 , 2.509 , 0.83 , 0.72 , 0.98 , 1.49 , 1.18 , 23.12 , 99.19 ,
2018/08/24, 2.500 , 2.523 , 0.89 , 0.77 , 0.85 , 1.38 , 0.95 , 22.76 , 100.43 ,
2018/08/27, 2.534 , 2.571 , 0.79 , 0.83 , 0.70 , 0.93 , 0.89 , 22.36 , 102.02 ,
2018/08/28, 2.575 , 2.560 , 0.83 , 0.82 , 0.69 , 1.00 , 0.84 , 22.42 , 101.66 ,
2018/08/29, 2.557 , 2.553 , 0.89 , 0.81 , 0.84 , 1.02 , 0.94 , 22.78 , 101.71 ,
2018/08/30, 2.556 , 2.533 , 0.99 , 0.79 , 0.89 , 1.24 , 0.89 , 22.96 , 101.56 ,
2018/08/31, 2.510 , 2.521 , 0.99 , 0.76 , 1.01 , 1.33 , 1.02 , 22.75 , 100.35 ,
2018/09/03, 2.508 , 2.512 , 1.05 , 0.74 , 1.25 , 1.37 , 1.19 , 23.31 , 100.88 ,
2018/09/04, 2.514 , 2.550 , 0.88 , 0.78 , 0.82 , 0.99 , 0.92 , 22.52 , 101.71 ,
2018/09/05, 2.537 , 2.487 , 0.94 , 0.73 , 1.03 , 1.75 , 1.10 , 23.74 , 99.70 ,
2018/09/06, 2.484 , 2.466 , 1.07 , 0.70 , 1.47 , 1.94 , 1.38 , 24.01 , 98.81 ,
2018/09/07, 2.474 , 2.491 , 0.92 , 0.71 , 1.07 , 1.54 , 1.16 , 23.89 , 101.03 ,
2018/09/10, 2.485 , 2.466 , 1.07 , 0.69 , 1.43 , 1.85 , 1.33 , 24.76 , 100.12 ,
2018/09/11, 2.464 , 2.449 , 1.00 , 0.65 , 1.38 , 2.03 , 1.37 , 24.29 , 98.28 ,
2018/09/12, 2.444 , 2.432 , 0.85 , 0.62 , 1.40 , 2.16 , 1.66 , 24.22 , 97.70 ,
2018/09/13, 2.462 , 2.466 , 0.87 , 0.64 , 1.20 , 1.58 , 1.37 , 23.42 , 98.44 ,
2018/09/14, 2.469 , 2.475 , 0.86 , 0.66 , 0.89 , 1.55 , 1.03 , 21.94 , 98.57 ,
2018/09/17, 2.460 , 2.452 , 0.86 , 0.66 , 1.23 , 2.06 , 1.43 , 21.28 , 98.81 ,
2018/09/18, 2.444 , 2.513 , 0.80 , 0.71 , 0.92 , 1.04 , 1.16 , 20.68 , 101.26 ,
2018/09/19, 2.507 , 2.538 , 0.78 , 0.79 , 0.58 , 1.00 , 0.74 , 19.57 , 102.91 ,
2018/09/20, 2.541 , 2.541 , 0.80 , 0.80 , 0.70 , 0.92 , 0.88 , 18.37 , 104.14 ,
2018/09/21, 2.546 , 2.632 , 0.72 , 0.99 , 0.54 , 0.41 , 0.74 , 19.22 , 107.44 ,
2018/09/25, 2.601 , 2.600 , 0.82 , 0.97 , 0.56 , 0.57 , 0.68 , 20.81 , 103.02 ,
2018/09/26, 2.608 , 2.638 , 0.63 , 1.12 , 0.40 , 0.47 , 0.63 , 21.54 , 104.92 ,
2018/09/27, 2.630 , 2.628 , 0.97 , 1.07 , 0.67 , 0.46 , 0.69 , 20.85 , 102.90 ,
2018/09/28, 2.634 , 2.659 , 0.70 , 1.07 , 0.45 , 0.39 , 0.64 , 21.18 , 103.47 ,
2018/10/08, 2.600 , 2.533 , 0.92 , 0.81 , 1.04 , 1.19 , 1.13 , 23.33 , 96.65 ,
2018/10/09, 2.536 , 2.545 , 0.90 , 0.79 , 1.12 , 1.04 , 1.24 , 23.43 , 99.68 ,
2018/10/10, 2.548 , 2.545 , 0.85 , 0.76 , 0.97 , 0.97 , 1.15 , 23.40 , 99.88 ,
2018/10/11, 2.465 , 2.439 , 1.10 , 0.63 , 1.94 , 2.26 , 1.77 , 25.79 , 95.44 ,
2018/10/12, 2.446 , 2.494 , 0.81 , 0.68 , 1.03 , 1.21 , 1.28 , 26.19 , 100.81 ,
2018/10/15, 2.498 , 2.463 , 0.91 , 0.64 , 1.09 , 1.54 , 1.20 , 27.23 , 98.54 ,
2018/10/16, 2.466 , 2.467 , 0.76 , 0.63 , 0.90 , 1.39 , 1.19 , 26.81 , 99.34 ,
2018/10/17, 2.499 , 2.477 , 0.77 , 0.60 , 0.92 , 1.18 , 1.20 , 26.92 , 99.05 ,
2018/10/18, 2.460 , 2.419 , 0.87 , 0.55 , 1.41 , 1.79 , 1.63 , 28.73 , 95.78 ,
2018/10/19, 2.398 , 2.491 , 0.71 , 0.60 , 0.86 , 0.92 , 1.20 , 27.24 , 100.55 ,
2018/10/22, 2.530 , 2.599 , 0.57 , 0.77 , 0.35 , 0.43 , 0.61 , 27.05 , 103.64 ,
2018/10/23, 2.592 , 2.511 , 0.77 , 0.66 , 0.77 , 0.91 , 0.99 , 28.54 , 98.89 ,
2018/10/24, 2.506 , 2.525 , 0.71 , 0.76 , 0.71 , 0.86 , 1.00 , 28.48 , 101.07 ,
2018/10/25, 2.470 , 2.531 , 1.03 , 0.77 , 1.00 , 0.79 , 0.97 , 29.57 , 101.73 ,
2018/10/26, 2.537 , 2.516 , 0.79 , 0.75 , 0.75 , 0.86 , 0.95 , 30.51 , 100.45 ,
2018/10/29, 2.510 , 2.431 , 0.95 , 0.69 , 1.20 , 1.46 , 1.27 , 31.99 , 97.07 ,
2018/10/30, 2.424 , 2.463 , 0.72 , 0.70 , 0.82 , 1.19 , 1.14 , 32.10 , 98.72 ,
2018/10/31, 2.472 , 2.496 , 0.77 , 0.71 , 0.78 , 0.99 , 1.01 , 31.40 , 100.53 ,
2018/11/01, 2.520 , 2.507 , 0.81 , 0.73 , 0.67 , 0.94 , 0.84 , 30.34 , 101.50 ,
2018/11/02, 2.570 , 2.594 , 0.77 , 0.87 , 0.57 , 0.54 , 0.75 , 28.77 , 104.78 ,
2018/11/05, 2.573 , 2.558 , 0.91 , 0.80 , 0.75 , 0.65 , 0.82 , 30.55 , 101.89 ,
2018/11/06, 2.553 , 2.546 , 0.92 , 0.78 , 0.84 , 0.69 , 0.92 , 31.29 , 101.08 ,
2018/11/07, 2.550 , 2.528 , 0.84 , 0.78 , 0.73 , 0.83 , 0.87 , 31.33 , 100.56 ,
2018/11/08, 2.551 , 2.537 , 0.86 , 0.79 , 0.77 , 0.77 , 0.90 , 30.82 , 101.32 ,
2018/11/09, 2.520 , 2.480 , 0.88 , 0.70 , 1.09 , 1.10 , 1.24 , 31.13 , 98.82 ,
2018/11/12, 2.477 , 2.490 , 0.81 , 0.71 , 1.03 , 1.03 , 1.27 , 31.81 , 98.60 ,
2018/11/13, 2.461 , 2.509 , 0.87 , 0.72 , 0.95 , 0.89 , 1.08 , 31.03 , 99.82 ,
2018/11/14, 2.507 , 2.475 , 0.77 , 0.71 , 1.00 , 1.21 , 1.29 , 30.51 , 98.58 ,
2018/11/15, 2.475 , 2.505 , 0.76 , 0.74 , 0.88 , 0.91 , 1.16 , 29.80 , 99.85 ,
2018/11/16, 2.506 , 2.507 , 0.79 , 0.75 , 0.78 , 0.93 , 0.99 , 29.12 , 99.69 ,
2018/11/19, 2.511 , 2.540 , 0.89 , 0.81 , 0.75 , 0.71 , 0.84 , 28.51 , 101.31 ,
2018/11/20, 2.523 , 2.498 , 0.84 , 0.77 , 0.95 , 1.06 , 1.13 , 27.68 , 99.58 ,
2018/11/21, 2.480 , 2.497 , 0.90 , 0.77 , 1.01 , 1.07 , 1.12 , 27.56 , 99.86 ,
2018/11/22, 2.501 , 2.483 , 0.84 , 0.75 , 1.15 , 1.22 , 1.36 , 27.23 , 99.36 ,
2018/11/23, 2.482 , 2.442 , 0.86 , 0.71 , 1.34 , 1.70 , 1.56 , 26.34 , 97.15 ,
2018/11/26, 2.453 , 2.450 , 0.84 , 0.69 , 1.31 , 1.60 , 1.56 , 26.16 , 98.67 ,
2018/11/27, 2.453 , 2.439 , 0.80 , 0.66 , 1.34 , 1.66 , 1.67 , 25.14 , 98.56 ,
2018/11/28, 2.440 , 2.466 , 0.83 , 0.80 , 1.11 , 1.22 , 1.33 , 24.24 , 99.31 ,
2018/11/29, 2.479 , 2.453 , 0.82 , 0.79 , 0.85 , 1.27 , 1.04 , 24.12 , 99.33 ,
2018/11/30, 2.450 , 2.474 , 0.92 , 0.84 , 0.94 , 1.09 , 1.02 , 25.03 , 101.01 ,
2018/12/03, 2.490 , 2.482 , 0.90 , 0.86 , 0.58 , 0.69 , 0.65 , 22.26 , 102.85 ,
2018/12/04, 2.482 , 2.490 , 0.97 , 0.87 , 0.70 , 0.65 , 0.73 , 20.69 , 102.39 ,
2018/12/05, 2.466 , 2.479 , 0.99 , 0.87 , 0.87 , 0.76 , 0.88 , 20.81 , 102.16 ,
2018/12/06, 2.455 , 2.433 , 1.01 , 0.80 , 1.24 , 1.14 , 1.23 , 21.07 , 99.88 ,
2018/12/07, 2.440 , 2.425 , 0.83 , 0.77 , 1.05 , 1.18 , 1.26 , 20.00 , 99.85 ,
2018/12/10, 2.412 , 2.408 , 0.79 , 0.76 , 1.15 , 1.40 , 1.46 , 20.49 , 98.64 ,
2018/12/11, 2.408 , 2.413 , 0.77 , 0.75 , 0.92 , 1.27 , 1.20 , 20.68 , 99.86 ,
2018/12/12, 2.428 , 2.419 , 0.80 , 0.76 , 0.84 , 1.20 , 1.05 , 20.42 , 100.67 ,
2018/12/13, 2.421 , 2.453 , 0.85 , 0.81 , 0.65 , 0.84 , 0.77 , 19.48 , 101.01 ,
2018/12/14, 2.445 , 2.423 , 0.88 , 0.76 , 0.98 , 1.16 , 1.11 , 19.78 , 100.13 ,
2018/12/17, 2.418 , 2.420 , 0.87 , 0.74 , 1.00 , 1.12 , 1.15 , 20.68 , 100.38 ,
2018/12/18, 2.408 , 2.391 , 0.86 , 0.71 , 1.18 , 1.58 , 1.37 , 21.21 , 99.45 ,
2018/12/19, 2.394 , 2.365 , 0.81 , 0.68 , 1.34 , 2.11 , 1.66 , 21.37 , 98.55 ,
2018/12/20, 2.360 , 2.331 , 1.06 , 0.62 , 2.01 , 2.54 , 1.89 , 23.81 , 98.55 ,
2018/12/21, 2.322 , 2.302 , 1.06 , 0.56 , 2.26 , 2.81 , 2.12 , 24.59 , 96.89 ,
2018/12/24, 2.289 , 2.304 , 0.74 , 0.56 , 1.70 , 2.54 , 2.30 , 23.49 , 98.64 ,
2018/12/25, 2.283 , 2.292 , 0.96 , 0.53 , 2.14 , 2.32 , 2.24 , 24.23 , 97.90 ,
2018/12/26, 2.289 , 2.275 , 0.94 , 0.74 , 1.85 , 2.43 , 1.96 , 23.71 , 97.98 ,
2018/12/27, 2.304 , 2.275 , 0.69 , 0.68 , 1.00 , 2.02 , 1.44 , 23.30 , 98.62 ,
2018/12/28, 2.277 , 2.286 , 0.77 , 0.67 , 1.03 , 1.91 , 1.34 , 23.06 , 98.93 ,
2019/01/02, 2.291 , 2.255 , 0.79 , 0.62 , 1.45 , 2.42 , 1.85 , 22.54 , 97.78 ,
2019/01/03, 2.255 , 2.261 , 0.84 , 0.63 , 1.17 , 2.23 , 1.39 , 22.28 , 99.45 ,
2019/01/04, 2.248 , 2.310 , 0.77 , 0.66 , 0.91 , 1.15 , 1.19 , 21.57 , 101.36 ,
2019/01/07, 2.320 , 2.307 , 0.73 , 0.65 , 0.71 , 1.20 , 0.98 , 21.96 , 100.78 ,
2019/01/08, 2.307 , 2.300 , 0.76 , 0.66 , 0.91 , 1.31 , 1.19 , 20.96 , 100.53 ,
2019/01/09, 2.313 , 2.325 , 0.83 , 0.72 , 0.64 , 1.07 , 0.76 , 19.35 , 102.77 ,
2019/01/10, 2.325 , 2.328 , 0.90 , 0.74 , 0.84 , 1.09 , 0.94 , 19.14 , 102.98 ,
2019/01/11, 2.331 , 2.347 , 0.87 , 0.78 , 0.73 , 0.87 , 0.84 , 18.63 , 105.37 ,
2019/01/14, 2.342 , 2.325 , 0.84 , 0.74 , 0.84 , 1.12 , 1.01 , 18.87 , 102.54 ,
2019/01/15, 2.330 , 2.370 , 0.89 , 0.85 , 0.73 , 0.71 , 0.82 , 17.99 , 103.72 ,
2019/01/16, 2.368 , 2.374 , 0.93 , 0.86 , 0.69 , 0.71 , 0.74 , 17.00 , 103.71 ,
2019/01/17, 2.378 , 2.365 , 0.93 , 0.85 , 0.79 , 0.87 , 0.85 , 16.23 , 104.86 ,
2019/01/18, 2.375 , 2.409 , 0.82 , 0.99 , 0.55 , 0.58 , 0.67 , 16.63 , 105.24 ,
2019/01/21, 2.407 , 2.424 , 0.84 , 1.05 , 0.50 , 0.54 , 0.59 , 18.92 , 106.40 ,
2019/01/22, 2.423 , 2.396 , 0.99 , 0.98 , 0.83 , 0.75 , 0.84 , 16.83 , 103.09 ,
2019/01/23, 2.389 , 2.392 , 0.85 , 0.93 , 0.79 , 0.86 , 0.92 , 16.53 , 103.52 ,
2019/01/24, 2.395 , 2.403 , 0.98 , 0.96 , 0.76 , 0.76 , 0.78 , 15.01 , 103.34 ,
2019/01/25, 2.412 , 2.433 , 0.92 , 1.05 , 0.60 , 0.61 , 0.65 , 14.98 , 106.63 ,
2019/01/28, 2.447 , 2.430 , 0.89 , 1.02 , 0.65 , 0.66 , 0.73 , 16.79 , 105.41 ,
2019/01/29, 2.426 , 2.448 , 0.96 , 1.07 , 0.77 , 0.58 , 0.80 , 18.12 , 106.38 ,
2019/01/30, 2.435 , 2.437 , 0.85 , 1.06 , 0.68 , 0.64 , 0.80 , 18.78 , 104.65 ,
2019/01/31, 2.447 , 2.474 , 0.82 , 1.16 , 0.55 , 0.45 , 0.67 , 18.52 , 105.74 ,
2019/02/01, 2.490 , 2.492 , 0.88 , 1.20 , 0.55 , 0.40 , 0.62 , 18.90 , 107.59 ,
2019/02/11, 2.482 , 2.516 , 0.96 , 1.24 , 0.50 , 0.33 , 0.52 , 19.08 , 107.72 ,
2019/02/12, 2.517 , 2.524 , 0.98 , 1.23 , 0.47 , 0.33 , 0.48 , 18.71 , 107.77 ,
2019/02/13, 2.525 , 2.571 , 0.89 , 1.41 , 0.42 , 0.26 , 0.47 , 19.99 , 109.93 ,
2019/02/14, 2.565 , 2.567 , 0.77 , 1.38 , 0.38 , 0.30 , 0.49 , 21.41 , 106.99 ,
2019/02/15, 2.560 , 2.511 , 0.86 , 1.17 , 0.72 , 0.59 , 0.83 , 20.68 , 104.10 ,
2019/02/18, 2.529 , 2.571 , 0.82 , 1.27 , 0.46 , 0.32 , 0.57 , 21.82 , 106.43 ,
2019/02/19, 2.575 , 2.567 , 0.80 , 1.28 , 0.50 , 0.39 , 0.62 , 22.82 , 105.63 ,
2019/02/20, 2.581 , 2.577 , 0.86 , 1.28 , 0.57 , 0.38 , 0.66 , 23.35 , 106.07 ,
2019/02/21, 2.575 , 2.566 , 0.98 , 1.32 , 0.61 , 0.47 , 0.62 , 23.57 , 104.11 ,
2019/02/22, 2.562 , 2.618 , 0.93 , 1.42 , 0.59 , 0.26 , 0.64 , 23.00 , 106.40 ,
2019/02/25, 2.645 , 2.816 , 0.85 , 2.03 , 0.28 , 0.15 , 0.33 , 26.97 , 125.14 ,
2019/02/26, 2.800 , 2.728 , 0.87 , 1.74 , 0.38 , 0.37 , 0.43 , 31.19 , 105.75 ,
2019/02/27, 2.729 , 2.736 , 0.81 , 1.34 , 0.52 , 0.37 , 0.64 , 30.96 , 104.02 ,
2019/02/28, 2.736 , 2.736 , 0.98 , 1.24 , 0.64 , 0.41 , 0.65 , 28.58 , 102.40 ,
2019/03/01, 2.750 , 2.802 , 0.78 , 1.30 , 0.48 , 0.26 , 0.62 , 27.58 , 105.78 ,
2019/03/04, 2.821 , 2.815 , 0.73 , 1.50 , 0.37 , 0.38 , 0.51 , 29.96 , 106.16 ,
2019/03/05, 2.812 , 2.813 , 0.78 , 1.41 , 0.55 , 0.39 , 0.71 , 30.74 , 105.20 ,
2019/03/06, 2.812 , 2.820 , 0.75 , 1.38 , 0.54 , 0.42 , 0.72 , 31.74 , 104.15 ,
2019/03/07, 2.811 , 2.773 , 0.96 , 1.29 , 0.75 , 0.59 , 0.78 , 32.95 , 102.14 ,
2019/03/08, 2.726 , 2.675 , 1.18 , 1.00 , 1.16 , 1.03 , 0.99 , 33.20 , 99.51 ,
2019/03/11, 2.673 , 2.690 , 0.85 , 0.99 , 0.94 , 0.86 , 1.11 , 30.36 , 99.61 ,
2019/03/12, 2.715 , 2.701 , 0.81 , 1.03 , 0.74 , 0.83 , 0.91 , 30.43 , 100.48 ,
2019/03/13, 2.713 , 2.706 , 0.88 , 1.09 , 0.89 , 0.83 , 1.01 , 30.35 , 101.62 ,
2019/03/14, 2.701 , 2.710 , 0.93 , 1.10 , 0.78 , 0.76 , 0.84 , 29.16 , 100.91 ,
2019/03/15, 2.717 , 2.740 , 0.92 , 1.12 , 0.66 , 0.63 , 0.72 , 27.48 , 102.70 ,
2019/03/18, 2.743 , 2.812 , 0.83 , 1.31 , 0.55 , 0.37 , 0.65 , 28.24 , 105.09 ,
2019/03/19, 2.815 , 2.790 , 0.81 , 1.23 , 0.55 , 0.47 , 0.68 , 28.96 , 103.46 ,
2019/03/20, 2.784 , 2.794 , 0.91 , 1.22 , 0.61 , 0.47 , 0.67 , 29.04 , 103.53 ,
2019/03/21, 2.799 , 2.784 , 0.84 , 1.15 , 0.61 , 0.51 , 0.72 , 30.27 , 101.22 ,
2019/03/22, 2.784 , 2.777 , 0.92 , 1.12 , 0.77 , 0.54 , 0.84 , 29.75 , 101.10 ,
2019/03/25, 2.738 , 2.702 , 0.98 , 1.02 , 1.19 , 0.99 , 1.22 , 27.46 , 97.43 ,
2019/03/26, 2.720 , 2.692 , 0.96 , 0.94 , 1.33 , 0.89 , 1.39 , 25.85 , 97.20 ,
2019/03/27, 2.702 , 2.723 , 0.83 , 0.94 , 0.77 , 0.73 , 0.92 , 24.92 , 98.94 ,
2019/03/28, 2.713 , 2.718 , 0.95 , 0.97 , 0.93 , 0.76 , 0.98 , 23.59 , 98.95 ,
2019/03/29, 2.727 , 2.819 , 0.68 , 1.16 , 0.44 , 0.37 , 0.64 , 24.62 , 103.93 ,
2019/04/01, 2.840 , 2.874 , 0.64 , 1.34 , 0.32 , 0.32 , 0.51 , 26.58 , 106.77 ,
2019/04/02, 2.880 , 2.872 , 0.57 , 1.26 , 0.42 , 0.33 , 0.72 , 28.98 , 102.04 ,
2019/04/03, 2.857 , 2.901 , 0.73 , 1.32 , 0.47 , 0.29 , 0.65 , 28.43 , 103.07 ,
2019/04/04, 2.912 , 2.939 , 0.63 , 1.37 , 0.39 , 0.30 , 0.62 , 30.16 , 102.67 ,
2019/04/08, 2.960 , 2.943 , 0.70 , 1.32 , 0.42 , 0.34 , 0.60 , 32.24 , 101.81 ,
2019/04/09, 2.947 , 2.949 , 0.85 , 1.34 , 0.54 , 0.33 , 0.63 , 30.41 , 101.59 ,
2019/04/10, 2.940 , 2.964 , 1.01 , 1.36 , 0.64 , 0.33 , 0.63 , 30.60 , 101.05 ,
2019/04/11, 2.962 , 2.912 , 1.01 , 1.21 , 0.80 , 0.49 , 0.79 , 30.52 , 100.32 ,
2019/04/12, 2.902 , 2.906 , 0.98 , 1.11 , 0.84 , 0.43 , 0.86 , 27.94 , 98.99 ,
2019/04/15, 2.955 , 2.906 , 0.71 , 1.10 , 0.45 , 0.51 , 0.64 , 28.03 , 99.20 ,
2019/04/16, 2.898 , 3.008 , 0.75 , 1.23 , 0.47 , 0.23 , 0.62 , 27.85 , 103.18 ,
2019/04/17, 3.006 , 2.997 , 0.73 , 1.15 , 0.45 , 0.28 , 0.61 , 28.89 , 100.92 ,
2019/04/18, 2.995 , 2.987 , 0.80 , 1.13 , 0.54 , 0.32 , 0.68 , 28.89 , 99.19 ,
2019/04/19, 2.997 , 3.024 , 0.67 , 1.14 , 0.44 , 0.27 , 0.65 , 28.40 , 101.29 ,
2019/04/22, 3.028 , 2.958 , 0.79 , 1.01 , 0.66 , 0.46 , 0.84 , 29.67 , 98.41 ,
2019/04/23, 2.950 , 2.963 , 0.80 , 1.07 , 0.70 , 0.45 , 0.87 , 27.77 , 98.99 ,
2019/04/24, 2.971 , 2.958 , 0.89 , 0.95 , 0.84 , 0.47 , 0.94 , 27.22 , 98.51 ,
2019/04/25, 2.945 , 2.913 , 0.90 , 0.90 , 0.85 , 0.63 , 0.95 , 26.94 , 97.25 ,
2019/04/26, 2.900 , 2.880 , 0.88 , 0.84 , 0.95 , 0.80 , 1.08 , 26.15 , 96.08 ,
2019/04/29, 2.888 , 2.921 , 0.82 , 0.91 , 0.73 , 0.60 , 0.89 , 25.61 , 99.40 ,
2019/04/30, 2.920 , 2.928 , 0.84 , 0.89 , 0.72 , 0.56 , 0.86 , 25.80 , 99.28 ,
2019/05/06, 2.840 , 2.787 , 1.11 , 0.72 , 1.65 , 1.37 , 1.49 , 29.57 , 98.42 ,
2019/05/07, 2.800 , 2.790 , 1.56 , 0.78 , 1.59 , 1.24 , 1.02 , 26.49 , 96.89 ,
2019/05/08, 2.745 , 2.745 , 0.98 , 0.71 , 1.34 , 1.60 , 1.37 , 27.49 , 98.09 ,
2019/05/09, 2.733 , 2.686 , 2.06 , 0.69 , 2.19 , 2.19 , 1.06 , 29.18 , 95.71 ,
2019/05/10, 2.718 , 2.777 , 0.82 , 0.71 , 0.96 , 1.05 , 1.17 , 29.27 , 99.46 ,
2019/05/13, 2.745 , 2.725 , 0.78 , 0.68 , 1.15 , 1.52 , 1.47 , 28.09 , 98.31 ,
2019/05/14, 2.704 , 2.708 , 0.80 , 0.67 , 1.07 , 1.64 , 1.34 , 27.13 , 99.26 ,
2019/05/15, 2.728 , 2.765 , 0.81 , 0.74 , 0.87 , 1.05 , 1.07 , 25.37 , 101.45 ,
2019/05/16, 2.759 , 2.774 , 0.87 , 0.76 , 0.93 , 0.96 , 1.07 , 24.61 , 101.90 ,
2019/05/17, 2.773 , 2.723 , 0.96 , 0.71 , 1.20 , 1.36 , 1.25 , 24.42 , 101.64 ,
2019/05/20, 2.715 , 2.699 , 0.93 , 0.66 , 1.35 , 1.48 , 1.45 , 23.94 , 100.07 ,
2019/05/21, 2.701 , 2.722 , 0.73 , 0.68 , 0.81 , 1.22 , 1.11 , 22.94 , 102.13 ,
2019/05/22, 2.723 , 2.709 , 0.87 , 0.87 , 1.21 , 1.29 , 1.39 , 21.98 , 102.66 ,
2019/05/23, 2.699 , 2.677 , 0.95 , 0.84 , 1.21 , 1.40 , 1.27 , 22.98 , 101.64 ,
2019/05/24, 2.686 , 2.691 , 0.85 , 0.83 , 0.93 , 1.19 , 1.09 , 22.81 , 102.81 ,
2019/05/27, 2.687 , 2.714 , 0.82 , 0.81 , 0.89 , 0.93 , 1.09 , 23.62 , 101.66 ,
2019/05/28, 2.712 , 2.733 , 0.79 , 0.85 , 0.69 , 0.91 , 0.88 , 22.60 , 104.52 ,
2019/05/29, 2.721 , 2.748 , 0.85 , 0.89 , 0.70 , 0.79 , 0.82 , 21.74 , 105.26 ,
