日期, 50etf开盘价 , 50etf收盘价 , 成交量pcr , 持仓量pcr , 成交额pcr , 持仓额pcr , 成交额pcr/成交量pcr , VIX , SKEW ,
2020/04/23, 2.795 , 2.787 , 0.82 , 0.84 , 0.89 , 1.40 , 1.09 , 18.77 , 104.57 ,
2020/04/24, 2.775 , 2.765 , 0.91 , 0.82 , 1.14 , 1.51 , 1.25 , 18.58 , 105.45 ,
2020/04/27, 2.768 , 2.790 , 0.84 , 0.87 , 0.78 , 1.26 , 0.93 , 18.43 , 105.58 ,
2020/04/28, 2.797 , 2.810 , 0.87 , 0.91 , 0.82 , 1.09 , 0.94 , 18.51 , 107.92 ,
2020/04/29, 2.804 , 2.829 , 0.68 , 0.95 , 0.61 , 0.95 , 0.89 , 19.36 , 106.81 ,
2020/04/30, 2.838 , 2.852 , 0.67 , 0.95 , 0.50 , 0.72 , 0.74 , 21.45 , 104.25 ,
2020/05/06, 2.820 , 2.848 , 0.87 , 0.91 , 0.77 , 0.71 , 0.88 , 20.72 , 102.79 ,
2020/05/07, 2.845 , 2.843 , 0.90 , 0.89 , 0.77 , 0.79 , 0.85 , 19.65 , 104.62 ,
2020/05/08, 2.858 , 2.863 , 0.85 , 0.92 , 0.61 , 0.69 , 0.72 , 18.86 , 105.46 ,
2020/05/11, 2.865 , 2.863 , 0.83 , 0.93 , 0.59 , 0.70 , 0.71 , 19.17 , 104.78 ,
2020/05/12, 2.860 , 2.860 , 0.90 , 0.91 , 0.82 , 0.77 , 0.91 , 19.33 , 105.25 ,
2020/05/13, 2.852 , 2.860 , 0.94 , 0.90 , 0.88 , 0.75 , 0.94 , 19.18 , 103.86 ,
2020/05/14, 2.850 , 2.831 , 0.87 , 0.85 , 0.99 , 1.03 , 1.14 , 19.16 , 103.98 ,
2020/05/15, 2.835 , 2.812 , 0.85 , 0.82 , 0.94 , 1.17 , 1.11 , 18.84 , 103.44 ,
2020/05/18, 2.810 , 2.833 , 0.88 , 0.87 , 0.77 , 0.94 , 0.88 , 18.45 , 105.43 ,
2020/05/19, 2.855 , 2.852 , 0.83 , 0.90 , 0.62 , 0.75 , 0.74 , 17.79 , 105.03 ,
2020/05/20, 2.852 , 2.849 , 0.84 , 0.91 , 0.74 , 0.80 , 0.88 , 17.92 , 108.10 ,
2020/05/21, 2.854 , 2.838 , 0.89 , 0.88 , 0.79 , 0.95 , 0.89 , 18.88 , 105.59 ,
2020/05/22, 2.830 , 2.768 , 0.99 , 0.77 , 1.46 , 1.96 , 1.47 , 21.83 , 104.29 ,
2020/05/25, 2.770 , 2.780 , 0.99 , 0.77 , 1.50 , 1.58 , 1.52 , 19.45 , 105.48 ,
2020/05/26, 2.793 , 2.802 , 0.92 , 0.83 , 1.19 , 1.35 , 1.30 , 18.93 , 106.41 ,
2020/05/27, 2.803 , 2.792 , 0.90 , 0.82 , 1.19 , 1.51 , 1.33 , 19.71 , 106.59 ,
2020/05/28, 2.790 , 2.801 , 1.07 , 0.87 , 1.16 , 1.41 , 1.09 , 19.45 , 105.24 ,
2020/05/29, 2.780 , 2.802 , 1.14 , 0.91 , 1.25 , 1.52 , 1.10 , 19.64 , 105.48 ,
2020/06/01, 2.830 , 2.864 , 0.94 , 1.01 , 0.69 , 0.86 , 0.73 , 17.61 , 106.63 ,
2020/06/02, 2.859 , 2.879 , 0.87 , 1.03 , 0.66 , 0.81 , 0.75 , 17.45 , 105.81 ,
2020/06/03, 2.895 , 2.884 , 0.70 , 1.05 , 0.55 , 0.80 , 0.78 , 18.09 , 104.72 ,
2020/06/04, 2.897 , 2.878 , 0.87 , 1.02 , 0.76 , 0.83 , 0.88 , 18.23 , 104.38 ,
2020/06/05, 2.880 , 2.892 , 0.91 , 1.02 , 0.75 , 0.68 , 0.82 , 17.60 , 104.83 ,
2020/06/08, 2.897 , 2.905 , 0.79 , 1.06 , 0.51 , 0.69 , 0.64 , 17.58 , 105.65 ,
2020/06/09, 2.908 , 2.923 , 0.83 , 1.13 , 0.52 , 0.58 , 0.63 , 17.67 , 105.68 ,
2020/06/10, 2.923 , 2.908 , 0.95 , 1.10 , 0.78 , 0.70 , 0.82 , 18.00 , 105.77 ,
2020/06/11, 2.900 , 2.878 , 1.04 , 1.03 , 1.14 , 1.07 , 1.10 , 18.39 , 105.47 ,
2020/06/12, 2.847 , 2.891 , 1.24 , 1.04 , 1.41 , 0.95 , 1.14 , 18.00 , 106.62 ,
2020/06/15, 2.868 , 2.847 , 1.08 , 0.97 , 1.39 , 1.67 , 1.28 , 19.32 , 103.76 ,
2020/06/16, 2.867 , 2.877 , 1.00 , 1.03 , 0.82 , 0.97 , 0.83 , 17.55 , 104.35 ,
2020/06/17, 2.876 , 2.881 , 1.07 , 1.05 , 1.06 , 0.99 , 0.99 , 17.82 , 104.26 ,
2020/06/18, 2.872 , 2.895 , 0.97 , 1.08 , 0.86 , 0.85 , 0.88 , 17.84 , 103.77 ,
2020/06/19, 2.892 , 2.927 , 0.91 , 1.23 , 0.59 , 0.62 , 0.65 , 18.30 , 103.38 ,
2020/06/22, 2.927 , 2.924 , 0.84 , 1.24 , 0.58 , 0.69 , 0.69 , 19.74 , 102.40 ,
2020/06/23, 2.916 , 2.930 , 0.95 , 1.25 , 0.82 , 0.68 , 0.86 , 20.13 , 103.29 ,
2020/06/24, 2.938 , 2.958 , 0.79 , 1.21 , 0.58 , 0.57 , 0.73 , 19.82 , 106.82 ,
2020/06/29, 2.949 , 2.937 , 1.04 , 1.14 , 0.91 , 0.70 , 0.88 , 18.41 , 103.81 ,
2020/06/30, 2.945 , 2.956 , 1.00 , 1.16 , 0.70 , 0.60 , 0.70 , 17.54 , 103.64 ,
2020/07/01, 2.963 , 3.027 , 0.83 , 1.37 , 0.52 , 0.36 , 0.63 , 18.49 , 104.98 ,
2020/07/02, 3.019 , 3.103 , 0.66 , 1.40 , 0.35 , 0.23 , 0.53 , 22.22 , 102.55 ,
2020/07/03, 3.116 , 3.187 , 0.62 , 1.33 , 0.31 , 0.17 , 0.50 , 24.20 , 103.29 ,
2020/07/06, 3.230 , 3.469 , 0.57 , 1.60 , 0.19 , 0.10 , 0.32 , 32.58 , 112.93 ,
2020/07/07, 3.526 , 3.402 , 0.51 , 1.43 , 0.26 , 0.24 , 0.51 , 31.96 , 103.91 ,
2020/07/08, 3.397 , 3.447 , 0.55 , 1.31 , 0.36 , 0.20 , 0.65 , 33.01 , 100.84 ,
2020/07/09, 3.446 , 3.459 , 0.49 , 1.29 , 0.34 , 0.22 , 0.69 , 33.06 , 101.69 ,
2020/07/10, 3.425 , 3.373 , 0.59 , 1.17 , 0.48 , 0.38 , 0.82 , 32.05 , 100.88 ,
2020/07/13, 3.365 , 3.416 , 0.59 , 1.19 , 0.43 , 0.28 , 0.73 , 29.10 , 100.31 ,
2020/07/14, 3.408 , 3.380 , 0.66 , 1.13 , 0.57 , 0.36 , 0.87 , 29.19 , 102.43 ,
2020/07/15, 3.403 , 3.350 , 0.71 , 1.08 , 0.64 , 0.43 , 0.91 , 29.61 , 99.64 ,
2020/07/16, 3.356 , 3.206 , 0.93 , 0.89 , 1.25 , 1.11 , 1.35 , 33.24 , 95.41 ,
2020/07/17, 3.220 , 3.229 , 0.90 , 0.90 , 1.18 , 0.71 , 1.31 , 28.05 , 97.51 ,
2020/07/20, 3.260 , 3.331 , 0.63 , 0.99 , 0.52 , 0.40 , 0.83 , 28.71 , 97.27 ,
2020/07/21, 3.341 , 3.329 , 0.68 , 1.01 , 0.54 , 0.42 , 0.79 , 26.99 , 98.79 ,
2020/07/22, 3.327 , 3.334 , 0.64 , 0.92 , 0.49 , 0.45 , 0.77 , 26.51 , 99.16 ,
2020/07/23, 3.307 , 3.331 , 1.00 , 0.89 , 0.92 , 0.47 , 0.92 , 27.64 , 99.80 ,
2020/07/24, 3.318 , 3.200 , 1.23 , 0.79 , 1.52 , 0.99 , 1.24 , 30.74 , 98.92 ,
2020/07/27, 3.218 , 3.211 , 1.09 , 0.78 , 1.38 , 0.91 , 1.27 , 29.22 , 99.32 ,
2020/07/28, 3.238 , 3.231 , 0.86 , 0.78 , 0.92 , 0.82 , 1.06 , 28.67 , 98.98 ,
2020/07/29, 3.228 , 3.291 , 0.71 , 0.85 , 0.69 , 0.55 , 0.97 , 29.21 , 99.73 ,
2020/07/30, 3.297 , 3.277 , 0.67 , 0.86 , 0.62 , 0.64 , 0.91 , 29.40 , 100.71 ,
2020/07/31, 3.278 , 3.295 , 0.78 , 0.87 , 0.78 , 0.63 , 1.00 , 30.45 , 100.23 ,
2020/08/03, 3.313 , 3.328 , 0.68 , 0.87 , 0.60 , 0.50 , 0.87 , 31.37 , 100.41 ,
2020/08/04, 3.337 , 3.359 , 0.68 , 0.93 , 0.50 , 0.42 , 0.73 , 30.93 , 101.96 ,
2020/08/05, 3.349 , 3.336 , 0.95 , 0.90 , 0.88 , 0.49 , 0.92 , 31.03 , 101.46 ,
2020/08/06, 3.345 , 3.338 , 0.76 , 0.88 , 0.78 , 0.50 , 1.03 , 31.16 , 101.34 ,
2020/08/07, 3.320 , 3.308 , 0.95 , 0.87 , 0.97 , 0.61 , 1.03 , 30.33 , 102.42 ,
2020/08/10, 3.296 , 3.333 , 0.83 , 0.90 , 0.72 , 0.53 , 0.86 , 30.32 , 102.60 ,
2020/08/11, 3.331 , 3.307 , 0.80 , 0.90 , 0.70 , 0.68 , 0.87 , 29.36 , 103.09 ,
2020/08/12, 3.303 , 3.297 , 0.89 , 0.82 , 1.08 , 0.65 , 1.22 , 29.00 , 104.02 ,
2020/08/13, 3.304 , 3.286 , 0.84 , 0.82 , 0.95 , 0.69 , 1.13 , 28.53 , 103.97 ,
2020/08/14, 3.285 , 3.343 , 0.91 , 0.88 , 0.87 , 0.47 , 0.96 , 27.90 , 103.35 ,
2020/08/17, 3.352 , 3.418 , 0.59 , 0.96 , 0.38 , 0.31 , 0.65 , 30.74 , 102.95 ,
2020/08/18, 3.421 , 3.413 , 0.59 , 0.94 , 0.46 , 0.34 , 0.78 , 30.45 , 104.17 ,
2020/08/19, 3.412 , 3.351 , 0.67 , 0.86 , 0.70 , 0.53 , 1.05 , 29.42 , 104.87 ,
2020/08/20, 3.330 , 3.312 , 0.85 , 0.81 , 1.14 , 0.69 , 1.34 , 29.48 , 105.08 ,
2020/08/21, 3.333 , 3.336 , 0.77 , 0.82 , 0.81 , 0.58 , 1.05 , 29.20 , 105.25 ,
2020/08/24, 3.349 , 3.346 , 0.68 , 0.85 , 0.63 , 0.57 , 0.93 , 27.90 , 104.21 ,
2020/08/25, 3.357 , 3.359 , 0.71 , 0.90 , 0.63 , 0.56 , 0.89 , 27.28 , 104.97 ,
2020/08/26, 3.355 , 3.323 , 0.83 , 0.97 , 0.83 , 0.75 , 1.00 , 28.28 , 105.14 ,
2020/08/27, 3.327 , 3.342 , 1.06 , 0.96 , 1.04 , 0.63 , 0.98 , 26.14 , 103.31 ,
2020/08/28, 3.337 , 3.424 , 0.74 , 1.09 , 0.58 , 0.42 , 0.78 , 26.58 , 104.04 ,
2020/08/31, 3.435 , 3.395 , 0.60 , 1.06 , 0.46 , 0.57 , 0.77 , 26.29 , 104.40 ,
2020/09/01, 3.385 , 3.404 , 0.82 , 1.01 , 0.79 , 0.48 , 0.96 , 26.18 , 102.06 ,
2020/09/02, 3.414 , 3.395 , 0.77 , 0.98 , 0.74 , 0.56 , 0.96 , 26.61 , 103.66 ,
2020/09/03, 3.394 , 3.387 , 0.73 , 0.96 , 0.68 , 0.59 , 0.92 , 26.71 , 103.91 ,
2020/09/04, 3.347 , 3.356 , 1.00 , 0.90 , 1.09 , 0.70 , 1.09 , 26.57 , 103.36 ,
2020/09/07, 3.349 , 3.301 , 0.83 , 0.85 , 1.02 , 1.16 , 1.23 , 26.91 , 102.71 ,
2020/09/08, 3.316 , 3.336 , 0.77 , 0.85 , 0.89 , 0.80 , 1.16 , 26.27 , 101.12 ,
2020/09/09, 3.303 , 3.285 , 0.97 , 0.79 , 1.17 , 1.12 , 1.20 , 27.05 , 101.37 ,
2020/09/10, 3.306 , 3.296 , 0.74 , 0.80 , 0.88 , 1.05 , 1.18 , 25.35 , 103.72 ,
2020/09/11, 3.284 , 3.313 , 0.82 , 0.81 , 0.96 , 0.92 , 1.17 , 24.16 , 101.71 ,
2020/09/14, 3.327 , 3.341 , 0.77 , 0.85 , 0.70 , 0.76 , 0.92 , 22.88 , 104.32 ,
2020/09/15, 3.342 , 3.367 , 0.83 , 0.90 , 0.63 , 0.67 , 0.76 , 22.40 , 106.54 ,
2020/09/16, 3.363 , 3.346 , 0.86 , 0.86 , 0.80 , 0.80 , 0.92 , 21.66 , 105.87 ,
2020/09/17, 3.341 , 3.314 , 0.98 , 0.82 , 1.07 , 0.98 , 1.09 , 20.44 , 99.69 ,
2020/09/18, 3.316 , 3.406 , 0.71 , 0.93 , 0.59 , 0.47 , 0.82 , 22.18 , 98.36 ,
2020/09/21, 3.411 , 3.362 , 0.65 , 0.84 , 0.60 , 0.66 , 0.92 , 22.90 , 99.52 ,
2020/09/22, 3.342 , 3.322 , 0.84 , 0.80 , 0.94 , 0.93 , 1.12 , 23.25 , 98.71 ,
2020/09/23, 3.322 , 3.325 , 0.79 , 0.76 , 0.98 , 0.93 , 1.25 , 22.59 , 98.11 ,
2020/09/24, 3.305 , 3.271 , 1.10 , 0.74 , 1.49 , 1.34 , 1.36 , 24.33 , 98.12 ,
2020/09/25, 3.281 , 3.282 , 0.83 , 0.74 , 1.05 , 1.16 , 1.27 , 24.57 , 98.55 ,
2020/09/28, 3.291 , 3.302 , 0.67 , 0.74 , 0.77 , 0.99 , 1.16 , 25.81 , 98.54 ,
2020/09/29, 3.320 , 3.295 , 0.66 , 0.75 , 0.74 , 0.98 , 1.11 , 26.96 , 98.31 ,
2020/09/30, 3.310 , 3.281 , 0.73 , 0.75 , 0.86 , 1.19 , 1.17 , 27.50 , 98.56 ,
2020/10/09, 3.327 , 3.337 , 0.78 , 0.74 , 0.72 , 0.80 , 0.92 , 22.45 , 99.99 ,
2020/10/12, 3.350 , 3.442 , 0.60 , 0.84 , 0.40 , 0.41 , 0.66 , 24.23 , 100.79 ,
2020/10/13, 3.428 , 3.437 , 0.68 , 0.85 , 0.50 , 0.44 , 0.73 , 24.09 , 100.18 ,
2020/10/14, 3.431 , 3.424 , 0.74 , 0.84 , 0.66 , 0.51 , 0.89 , 23.35 , 100.41 ,
2020/10/15, 3.419 , 3.425 , 0.65 , 0.84 , 0.56 , 0.49 , 0.85 , 23.84 , 100.67 ,
2020/10/16, 3.425 , 3.432 , 0.72 , 0.82 , 0.56 , 0.48 , 0.77 , 23.67 , 100.68 ,
2020/10/19, 3.453 , 3.409 , 0.66 , 0.79 , 0.56 , 0.61 , 0.85 , 22.84 , 99.83 ,
2020/10/20, 3.398 , 3.412 , 0.76 , 0.79 , 0.84 , 0.60 , 1.11 , 22.21 , 100.10 ,
2020/10/21, 3.419 , 3.433 , 0.69 , 0.82 , 0.68 , 0.53 , 0.99 , 22.38 , 101.50 ,
2020/10/22, 3.423 , 3.420 , 0.81 , 0.80 , 0.78 , 0.60 , 0.97 , 22.13 , 101.02 ,
2020/10/23, 3.420 , 3.408 , 0.74 , 0.80 , 0.63 , 0.62 , 0.85 , 22.70 , 100.22 ,
2020/10/26, 3.380 , 3.354 , 0.88 , 0.72 , 1.16 , 0.94 , 1.31 , 23.01 , 100.69 ,
2020/10/27, 3.349 , 3.346 , 0.86 , 0.72 , 1.14 , 0.95 , 1.33 , 23.59 , 98.79 ,
2020/10/28, 3.346 , 3.364 , 0.76 , 0.82 , 0.87 , 0.80 , 1.15 , 22.82 , 100.67 ,
2020/10/29, 3.335 , 3.383 , 0.86 , 0.86 , 0.87 , 0.73 , 1.01 , 22.60 , 101.83 ,
2020/10/30, 3.375 , 3.329 , 0.99 , 0.80 , 1.09 , 1.09 , 1.10 , 23.49 , 102.14 ,
2020/11/02, 3.333 , 3.317 , 1.00 , 0.77 , 1.27 , 1.11 , 1.28 , 24.30 , 100.80 ,
2020/11/03, 3.331 , 3.355 , 0.68 , 0.81 , 0.71 , 0.86 , 1.04 , 24.25 , 101.16 ,
2020/11/04, 3.360 , 3.380 , 0.84 , 0.83 , 0.78 , 0.76 , 0.94 , 22.70 , 102.40 ,
2020/11/05, 3.418 , 3.418 , 0.68 , 0.84 , 0.52 , 0.58 , 0.77 , 22.15 , 101.16 ,
2020/11/06, 3.428 , 3.408 , 0.69 , 0.83 , 0.61 , 0.63 , 0.89 , 21.76 , 101.04 ,
2020/11/09, 3.435 , 3.468 , 0.63 , 0.92 , 0.44 , 0.42 , 0.70 , 22.89 , 101.55 ,
2020/11/10, 3.491 , 3.466 , 0.59 , 0.91 , 0.46 , 0.46 , 0.77 , 22.73 , 102.21 ,
2020/11/11, 3.462 , 3.464 , 0.71 , 0.91 , 0.57 , 0.47 , 0.80 , 22.20 , 103.57 ,
2020/11/12, 3.465 , 3.447 , 0.82 , 0.85 , 0.78 , 0.54 , 0.95 , 21.73 , 103.18 ,
2020/11/13, 3.431 , 3.388 , 0.84 , 0.76 , 1.14 , 0.81 , 1.36 , 21.04 , 104.96 ,
2020/11/16, 3.410 , 3.429 , 0.72 , 0.79 , 0.73 , 0.62 , 1.02 , 20.99 , 102.82 ,
2020/11/17, 3.425 , 3.430 , 0.81 , 0.81 , 0.65 , 0.62 , 0.80 , 20.70 , 103.45 ,
2020/11/18, 3.430 , 3.435 , 0.67 , 0.83 , 0.55 , 0.58 , 0.82 , 21.30 , 103.92 ,
2020/11/19, 3.424 , 3.460 , 0.76 , 0.90 , 0.61 , 0.48 , 0.81 , 21.79 , 104.97 ,
2020/11/20, 3.462 , 3.465 , 0.76 , 0.92 , 0.64 , 0.49 , 0.85 , 20.70 , 105.52 ,
2020/11/23, 3.472 , 3.521 , 0.60 , 1.01 , 0.38 , 0.35 , 0.62 , 21.95 , 104.92 ,
2020/11/24, 3.521 , 3.493 , 0.69 , 0.94 , 0.56 , 0.44 , 0.80 , 21.16 , 103.24 ,
2020/11/25, 3.505 , 3.468 , 0.70 , 0.83 , 0.53 , 0.57 , 0.77 , 20.81 , 104.69 ,
2020/11/26, 3.468 , 3.497 , 0.77 , 0.85 , 0.64 , 0.47 , 0.84 , 19.66 , 103.69 ,
2020/11/27, 3.498 , 3.557 , 0.64 , 0.90 , 0.44 , 0.31 , 0.70 , 20.37 , 105.67 ,
2020/11/30, 3.516 , 3.473 , 0.59 , 0.87 , 0.41 , 0.53 , 0.70 , 20.47 , 100.35 ,
2020/12/01, 3.476 , 3.557 , 0.54 , 0.94 , 0.41 , 0.31 , 0.75 , 23.06 , 99.73 ,
2020/12/02, 3.558 , 3.545 , 0.44 , 0.92 , 0.36 , 0.36 , 0.82 , 23.65 , 97.48 ,
2020/12/03, 3.544 , 3.538 , 0.52 , 0.86 , 0.44 , 0.38 , 0.84 , 23.44 , 97.14 ,
2020/12/04, 3.535 , 3.543 , 0.56 , 0.84 , 0.50 , 0.35 , 0.89 , 22.60 , 97.46 ,
2020/12/07, 3.544 , 3.511 , 0.57 , 0.80 , 0.56 , 0.47 , 0.99 , 21.41 , 98.13 ,
2020/12/08, 3.580 , 3.499 , 0.54 , 0.77 , 0.56 , 0.51 , 1.02 , 20.49 , 97.18 ,
2020/12/09, 3.507 , 3.470 , 0.62 , 0.74 , 0.65 , 0.66 , 1.05 , 19.84 , 99.54 ,
2020/12/10, 3.461 , 3.456 , 0.71 , 0.73 , 1.02 , 0.75 , 1.43 , 18.99 , 99.56 ,
2020/12/11, 3.469 , 3.429 , 0.92 , 0.70 , 1.24 , 0.90 , 1.35 , 19.49 , 99.14 ,
2020/12/14, 3.435 , 3.461 , 0.79 , 0.74 , 0.77 , 0.67 , 0.98 , 18.84 , 102.09 ,
2020/12/15, 3.458 , 3.464 , 0.80 , 0.78 , 0.73 , 0.64 , 0.91 , 18.86 , 105.54 ,
2020/12/16, 3.469 , 3.482 , 0.75 , 0.82 , 0.56 , 0.60 , 0.75 , 18.85 , 108.98 ,
2020/12/17, 3.487 , 3.537 , 0.66 , 0.89 , 0.43 , 0.37 , 0.64 , 18.88 , 99.88 ,
2020/12/18, 3.527 , 3.505 , 0.72 , 0.81 , 0.59 , 0.49 , 0.82 , 18.10 , 99.79 ,
2020/12/21, 3.506 , 3.513 , 0.62 , 0.81 , 0.51 , 0.46 , 0.81 , 19.79 , 100.00 ,
2020/12/22, 3.508 , 3.464 , 0.79 , 0.75 , 0.69 , 0.73 , 0.87 , 19.61 , 100.28 ,
2020/12/23, 3.468 , 3.491 , 0.85 , 0.73 , 0.76 , 0.59 , 0.90 , 19.39 , 101.98 ,
2020/12/24, 3.495 , 3.485 , 0.84 , 0.73 , 0.79 , 0.63 , 0.94 , 18.80 , 101.39 ,
2020/12/25, 3.472 , 3.509 , 0.83 , 0.78 , 0.72 , 0.54 , 0.87 , 18.62 , 100.23 ,
2020/12/28, 3.507 , 3.519 , 0.73 , 0.77 , 0.58 , 0.50 , 0.80 , 18.85 , 100.23 ,
2020/12/29, 3.527 , 3.512 , 0.67 , 0.76 , 0.56 , 0.52 , 0.84 , 19.26 , 99.82 ,
2020/12/30, 3.509 , 3.563 , 0.72 , 0.84 , 0.51 , 0.40 , 0.71 , 19.32 , 100.50 ,
2020/12/31, 3.571 , 3.634 , 0.57 , 0.89 , 0.31 , 0.26 , 0.55 , 20.34 , 99.93 ,
2021/01/04, 3.636 , 3.632 , 0.55 , 0.88 , 0.33 , 0.28 , 0.61 , 20.92 , 100.47 ,
2021/01/05, 3.625 , 3.671 , 0.60 , 0.96 , 0.36 , 0.25 , 0.60 , 20.83 , 102.47 ,
2021/01/06, 3.673 , 3.726 , 0.52 , 1.02 , 0.31 , 0.22 , 0.60 , 22.43 , 101.52 ,
2021/01/07, 3.737 , 3.803 , 0.56 , 1.09 , 0.31 , 0.16 , 0.55 , 25.41 , 102.65 ,
2021/01/08, 3.810 , 3.782 , 0.52 , 1.02 , 0.33 , 0.22 , 0.63 , 25.56 , 101.53 ,
2021/01/11, 3.780 , 3.765 , 0.53 , 1.06 , 0.34 , 0.27 , 0.64 , 23.34 , 103.58 ,
2021/01/12, 3.759 , 3.899 , 0.57 , 1.13 , 0.29 , 0.12 , 0.50 , 24.55 , 104.05 ,
2021/01/13, 3.910 , 3.862 , 0.52 , 1.04 , 0.31 , 0.18 , 0.59 , 24.31 , 103.09 ,
2021/01/14, 3.856 , 3.802 , 0.68 , 0.97 , 0.59 , 0.28 , 0.86 , 23.94 , 101.13 ,
2021/01/15, 3.815 , 3.805 , 0.60 , 0.98 , 0.45 , 0.28 , 0.75 , 22.15 , 101.46 ,
2021/01/18, 3.793 , 3.837 , 0.66 , 1.02 , 0.44 , 0.23 , 0.66 , 22.45 , 102.94 ,
2021/01/19, 3.846 , 3.797 , 0.69 , 0.95 , 0.58 , 0.32 , 0.84 , 22.65 , 106.49 ,
2021/01/20, 3.797 , 3.800 , 0.72 , 0.99 , 0.62 , 0.32 , 0.87 , 22.42 , 109.01 ,
2021/01/21, 3.817 , 3.840 , 0.60 , 1.04 , 0.42 , 0.25 , 0.71 , 23.58 , 101.39 ,
2021/01/22, 3.836 , 3.833 , 0.65 , 1.03 , 0.49 , 0.27 , 0.75 , 22.46 , 101.63 ,
2021/01/25, 3.830 , 3.890 , 0.64 , 1.18 , 0.42 , 0.22 , 0.66 , 23.28 , 103.71 ,
2021/01/26, 3.872 , 3.800 , 0.81 , 1.04 , 0.74 , 0.44 , 0.92 , 23.13 , 102.76 ,
2021/01/27, 3.800 , 3.806 , 0.74 , 0.97 , 0.69 , 0.45 , 0.94 , 22.65 , 102.50 ,
2021/01/28, 3.762 , 3.731 , 1.02 , 0.90 , 1.17 , 0.73 , 1.15 , 24.16 , 102.45 ,
2021/01/29, 3.747 , 3.704 , 0.96 , 0.87 , 1.05 , 0.80 , 1.09 , 24.32 , 101.24 ,
2021/02/01, 3.707 , 3.731 , 0.97 , 0.88 , 0.98 , 0.70 , 1.02 , 24.68 , 103.07 ,
2021/02/02, 3.741 , 3.752 , 0.83 , 0.93 , 0.77 , 0.62 , 0.93 , 22.94 , 104.22 ,
2021/02/03, 3.752 , 3.764 , 0.90 , 0.99 , 0.81 , 0.60 , 0.90 , 21.72 , 106.58 ,
2021/02/04, 3.746 , 3.787 , 0.97 , 1.00 , 0.78 , 0.52 , 0.81 , 22.71 , 107.24 ,
2021/02/05, 3.804 , 3.834 , 0.68 , 1.08 , 0.47 , 0.41 , 0.69 , 23.15 , 105.49 ,
2021/02/08, 3.848 , 3.875 , 0.75 , 1.09 , 0.51 , 0.33 , 0.68 , 23.48 , 106.80 ,
2021/02/09, 3.887 , 3.939 , 0.73 , 1.17 , 0.43 , 0.23 , 0.58 , 23.06 , 107.21 ,
2021/02/10, 3.950 , 4.012 , 0.60 , 1.22 , 0.30 , 0.19 , 0.50 , 24.31 , 109.34 ,
2021/02/18, 4.090 , 4.007 , 0.67 , 1.08 , 0.37 , 0.24 , 0.55 , 24.76 , 108.15 ,
2021/02/19, 3.992 , 3.998 , 0.81 , 1.07 , 0.61 , 0.23 , 0.74 , 22.43 , 107.69 ,
2021/02/22, 4.002 , 3.873 , 0.93 , 0.96 , 1.01 , 0.67 , 1.09 , 24.28 , 106.46 ,
2021/02/23, 3.849 , 3.886 , 0.92 , 1.00 , 1.01 , 0.66 , 1.10 , 23.75 , 106.50 ,
2021/02/24, 3.887 , 3.788 , 1.10 , 0.99 , 1.52 , 0.95 , 1.39 , 24.75 , 104.38 ,
2021/02/25, 3.824 , 3.843 , 0.92 , 1.01 , 0.89 , 0.73 , 0.96 , 22.90 , 105.04 ,
2021/02/26, 3.777 , 3.743 , 1.29 , 0.90 , 1.46 , 1.16 , 1.13 , 25.55 , 102.68 ,
2021/03/01, 3.777 , 3.773 , 1.07 , 0.89 , 1.20 , 0.96 , 1.12 , 24.04 , 103.41 ,
2021/03/02, 3.795 , 3.707 , 1.13 , 0.83 , 1.56 , 1.41 , 1.38 , 23.42 , 101.56 ,
2021/03/03, 3.700 , 3.804 , 0.84 , 0.93 , 0.76 , 0.75 , 0.91 , 23.16 , 101.81 ,
2021/03/04, 3.765 , 3.698 , 1.19 , 0.81 , 1.44 , 1.36 , 1.21 , 24.97 , 99.91 ,
2021/03/05, 3.650 , 3.678 , 1.31 , 0.78 , 1.67 , 1.41 , 1.28 , 25.67 , 101.14 ,
2021/03/08, 3.698 , 3.561 , 1.07 , 0.70 , 1.70 , 2.80 , 1.59 , 27.06 , 99.12 ,
2021/03/09, 3.561 , 3.505 , 1.01 , 0.67 , 1.77 , 3.39 , 1.75 , 26.68 , 97.90 ,
2021/03/10, 3.547 , 3.523 , 0.98 , 0.68 , 1.53 , 2.91 , 1.57 , 25.98 , 99.65 ,
2021/03/11, 3.539 , 3.614 , 0.81 , 0.74 , 0.88 , 1.59 , 1.10 , 24.04 , 100.19 ,
2021/03/12, 3.631 , 3.617 , 0.79 , 0.76 , 0.87 , 1.68 , 1.09 , 22.65 , 100.87 ,
2021/03/15, 3.601 , 3.558 , 1.01 , 0.71 , 1.42 , 2.38 , 1.41 , 23.38 , 101.83 ,
2021/03/16, 3.566 , 3.582 , 0.87 , 0.72 , 1.07 , 1.98 , 1.23 , 22.67 , 103.35 ,
2021/03/17, 3.576 , 3.576 , 0.90 , 0.73 , 1.12 , 2.14 , 1.24 , 22.86 , 102.74 ,
2021/03/18, 3.580 , 3.591 , 0.93 , 0.77 , 1.09 , 1.88 , 1.18 , 22.28 , 102.49 ,
2021/03/19, 3.551 , 3.496 , 1.03 , 0.70 , 2.08 , 3.42 , 2.01 , 23.24 , 101.46 ,
